nombre,camara,legislatura,sigla_partido,tipo_registro,fuente_url,fuente_tipo,metodo,nivel_confianza
"Larrañaga, Jorge",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lazo, Sandra",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Liberoff Nemirovsky, Benjamín José",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-09-24&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lozano Bonet, Raúl",senado,49,CA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-03-14&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lust Hitta, Eduardo",senado,49,CA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-10-08&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Mahía, José Carlos",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-29&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Manini Ríos, Guido",senado,49,CA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Meléndez, Lauro",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-10-10&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Methol Sastre, Marcos",senado,49,CA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2021-09-11&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Moreira Fernández, Irene Renée",senado,49,CA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Mujica, José",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Nane Vincon, Silvia",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-10-24&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Niffouri, Amín",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-03-14&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Nunes, José",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-12-17&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Olesker, Daniel",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Ortuño, Edgardo",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/5221,manual,biografia,alto
"Penadés, Gustavo",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-03-14&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Peña, Adrián",senado,49,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Pereyra (duplicado), Anibal",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2021-10-09&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Pereyra, Aníbal",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-05-07&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Pintado Sabini, Luis Eduardo",senado,49,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-05-21&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Ponte, Elena",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2023-03-25&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Queijo Luisi, Liliana Elena",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-10-10&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Reisch, Nibia",senado,49,PC,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/11709,manual,biografia,alto
"Ricagni, Federico",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-05-07&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Rodríguez, Gloria",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Rubio, Enrique",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Russi Maine, Ítalo Uruguay",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2023-03-11&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Sabini, Sebastián",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-06-06&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Sánchez, Alejandro",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-06-06&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Sanguinetti Masjuan, Carmen",senado,49,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-03-14&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Sanguinetti, Julio María",senado,49,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Saravia, Jorge",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2021-10-23&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Sartori Piñeyro, Juan José",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Straneo Abreu, Juan Héctor",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-12-31&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Talvi Pérez, Ernesto",senado,49,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Topolansky, Lucía",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Viera Duarte, Tabaré",senado,49,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-03-28&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
